call,a,b,result
expf,C22254D6,,222F039A
expf,C2431FB3,,1C45429E
expf,4228E773,,5DF211BE
expf,C281BCE8,,10AA8787
expf,42419649,,62623FD5
expf,427852A2,,6C3D2A9C
expf,C270F544,,14087FC3
expf,41512160,,48E7D5F5
expf,C09C3DA2,,3BF84FC1
expf,C18D0734,,32BDAE25
expf,4291E93B,,74187DA8
expf,C26DC0E6,,149810BB
expf,C29DBF62,,0693F880
expf,C21CF4CB,,2327BB3D
expf,41C3B5CB,,511CE7DD
expf,429582E2,,7566A70D
expf,C1B4D68B,,2F278649
expf,C1DD4043,,2B8936B6
expf,C14D21F4,,363575DC
expf,C24FB79E,,1A07787E
expf,41A9C437,,4EC40F78
expf,C236320D,,1E9C2860
expf,C12F0166,,379516CC
expf,C275CC05,,1322DC2F
expf,429AD604,,774E94BB
expf,420E900D,,592B176E
expf,41A3D378,,4E3A9C09
expf,41919B97,,4C991CE3
expf,C2340438,,1F069F73
expf,C1AAE092,,3011772F
expf,4110A082,,4603ABAD
expf,C0B2C86C,,3B7585CE
expf,411DC00F,,46958266
expf,C1E5E0D9,,2ABAAF5F
expf,4118B488,,465A26E7
expf,C1ADF366,,2FC61FBF
expf,C23A9DCA,,1DCED727
expf,41EA6FBC,,549B26F6
expf,428EA753,,72EF533B
expf,41E3B503,,5405CDFA
expf,C288A5DE,,0E2C5EA7
expf,4280908D,,6DD5C074
expf,4244199C,,62D4082B
expf,C286653F,,0F04E529
expf,C25BD3B0,,17D1FE72
expf,C0D05BF5,,3AC2DBEF
expf,C290E25D,,0B3388E1
expf,401C10B1,,41374C05
expf,42375460,,608B4FCB
expf,C0A869BE,,3BA9BED3
expf,41F412DB,,55816185
expf,C14F2612,,361FFA33
expf,41E98178,,548A1CB4
expf,C271B6EC,,13E1F527
expf,40B353B6,,4387C03A
expf,41D4D987,,52A71C25
expf,425CD921,,67496E22
expf,C257ABCD,,18945FBF
expf,C20CC571,,2615DCF8
expf,C28B958B,,0D1ED3DE
expf,40971F4C,,42E0E9F4
expf,425762AF,,664DA0BC
expf,4093DEDE,,42CB2E9E
expf,C282D609,,1044F477
expf,C25B8DBD,,17E0D701
expf,C283AB81,,1001CE6E
expf,C0E52E2E,,3A4B50EE
expf,C1AC570E,,2FF2504A
expf,422DE0DC,,5ED1DF0B
expf,C17D5C83,,340E7F8C
expf,C2922883,,0ABDE6DB
expf,425C9520,,673C7CDC
expf,C1FC6C0C,,28B26717
expf,425FC897,,67D1CC3E
expf,4287E551,,708283E8
expf,C0D04DAB,,3AC33306
expf,C1F485D0,,296F7166
expf,429702F3,,75F42D69
expf,4297DBAB,,763A6CAF
expf,C2817744,,10C36030
expf,C11C1D46,,3872C3AB
expf,41D38186,,528D456C
expf,40147F36,,4122DA95
expf,C2724696,,13C4613B
expf,423809D7,,60A6526E
expf,C29026CB,,0B817C4F
expf,4238262E,,60AAFD45
expf,41A9C5F0,,4EC439B4
expf,C237F963,,1E4834E1
expf,C28A4FA2,,0D961649
expf,41FB6FC2,,562262D3
expf,421AEA86,,5B6A9E6B
expf,428161B6,,6E20CDBD
expf,C22FCC43,,1FC13F8B
expf,42553E73,,65F0C461
expf,C28C6528,,0CD3C38E
expf,C1EE468B,,2A02B385
expf,C2076752,,270F5B97
expf,C13BD75F,,3705AE2B
expf,C284A135,,0FA0A972
expf,41F2831A,,5554E097
expf,C09A36E8,,3C04458E
expf,4289A95B,,711DC8E6
expf,429D85C4,,7845E13B
expf,C1E6FC8D,,2AA28912
expf,42631D58,,68713BBC
expf,C0F7F172,,39E23C18
expf,41A47DA3,,4E4AC6FA
expf,4251233E,,652C8079
expf,C13D1B62,,36F706B3
expf,420F5049,,594E6C4B
expf,C215E413,,2475476F
expf,C282C30B,,104C65E4
expf,C22767C3,,2144E584
expf,C1905552,,327AF8FD
expf,427283C1,,6B31219F
expf,C207B559,,2704D705
expf,C250047B,,19FB5939
expf,3FECD720,,40CB940F
expf,3DA28708,,3F8A9269
expf,C224A3BF,,21C48E9C
expf,C23AE166,,1DC19FFB
expf,C224C436,,21BE6C55
expf,C261E053,,16B9200E
expf,C12AB6A4,,37C2F5CC
expf,C287C2E1,,0E864461
expf,C23AAAA3,,1DCC42F3
expf,421E2F12,,5C04C4C6
expf,C1ADDA2A,,2FC8948E
expf,41ACBF0A,,4F0E45EA
expf,4254ECA8,,65DE489C
expf,C28ED5C4,,0BFA1760
expf,C27CE758,,11DC71FA
expf,42283F5F,,5DCD6D06
expf,C2915001,,0B10ED2E
expf,C141967A,,36BAB049
expf,4196B96D,,4D112008
expf,BECF17B4,,3F2AD5D4
expf,C28F1367,,0BDDB9D3
expf,C10E002D,,3912A0D7
expf,42878D7C,,705BE1C2
expf,4231297C,,5F6E79EF
expf,42069BE1,,57BB63CC
expf,C29B358F,,07839E58
expf,C29B1F24,,0789826E
expf,C280C764,,1109BA75
expf,427C18A3,,6CF2F26F
expf,C1FBE741,,28BE5A88
expf,C2119343,,25345F32
expf,C172028E,,3490D797
expf,42425DA3,,62897004
expf,401C8FE3,,4138B9BA
expf,41913BED,,4C922011
expf,C291334A,,0B194968
expf,41CFD157,,52322E67
expf,C29107D9,,0B26DC3B
expf,C271EC56,,13D6792B
expf,426D3E08,,6A3DA25F
expf,423C1F5F,,6166DBC7
expf,C00D96B1,,3DE02550
expf,3F67633D,,401E05E8
expf,41A21810,,4E16481B
expf,40CBD865,,441209E2
expf,418D6C6A,,4C358178
expf,C18D6932,,32B4D175
expf,415B6C2E,,495C8DF5
expf,C294D7B5,,09C6778F
expf,C29DABF1,,0699B289
expf,C2856192,,0F5CAF8E
expf,C283EB1B,,0FE5492A
expf,C0F6BF6D,,39EAD885
expf,C29DD416,,068E1B54
expf,42695345,,698E72FB
expf,C2583C0C,,1880E0EB
expf,C29909A5,,0842E895
expf,427314FE,,6B4C1FA5
expf,C219CAD4,,23B8F887
expf,428502AD,,6F76B998
expf,C24ADEA2,,1AE394C5
expf,40A50F47,,432DD622
expf,C1E4F693,,2AD14F3F
expf,429BBF80,,77A2F876
expf,C290CA8C,,0B3C1552
expf,428B1157,,719F5CB4
expf,C29573C9,,0992516E
expf,42065393,,57AE9D54
expf,429A097D,,770A8C94
expf,C25CD3E8,,17A3822D
expf,414E466B,,48C1F1D6
expf,4230325A,,5F3B573E
expf,41B4A559,,4FBEF567
expf,C284686C,,0FB381A1
expf,C17B0678,,3424E645
expf,C24C3247,,1AA35692
expf,41FBCAB9,,5629C2DF
expf,423A89C9,,611B5B5D
expf,422AA8C5,,5E3BB439
expf,421435F3,,5A2F8C60
expf,423F31E7,,61F8D383
expf,425FE5A1,,67D7D521
expf,424C5FBC,,6451B880
expf,C21FA607,,22AB2198
expf,42643D75,,689FCF0D
expf,41EB6603,,54AEFA51
expf,C15F884D,,3565D4C0
expf,42722A2C,,6B224B3E
expf,41231FFE,,46D132A5
expf,41DCA631,,535D80E5
expf,423C2F86,,616A8765
expf,421DE95D,,5BF81014
expf,C23D0AFF,,1D618758
expf,C2764BC4,,130FC259
expf,4215685E,,5A6CC8DA
expf,C21EA018,,22DD0389
expf,C290148B,,0B862F2D
expf,422A80CC,,5E34849B
expf,4293D9BE,,74C914B0
expf,C2960B0E,,0959C77A
expf,4286D672,,7019CA68
expf,40DA28AD,,44646AA3
expf,42441C3E,,62D493E9
expf,411FFE41,,46AC0228
expf,41A4E87B,,4E55A30C
expf,C23AA560,,1DCD5055
expf,421BCD4A,,5B926385
expf,C1DF4CCD,,2B546B75
expf,429FF234,,792631BC
expf,3FCEC1D2,,40A0F067
expf,C28DB83A,,0C5A68DE
expf,423F1650,,61F23628
expf,C1B348A1,,2F4B7363
expf,4270EF48,,6AEEA952
expf,C29047DC,,0B72C653
expf,C23566DB,,1EBE6ECC
expf,411A8927,,4674982B
expf,C0C38E56,,3B115CC6
expf,C2819E58,,10B504C7
expf,C27095B7,,1415D961
expf,C26A1EB2,,153C9687
expf,4278F2D6,,6C5D33AD
expf,426D53A6,,6A41AE1B
expf,C1CE5361,,2CDD9BB0
expf,C29EAC77,,063A40FE
expf,41857809,,4B864DED
expf,4168D8DF,,49FF324B
expf,C28EC102,,0C023831
expf,C1A5865F,,308E0048
expf,4107A6CB,,45964719
expf,C284CC11,,0F93C2AD
expf,C205164C,,277FD183
expf,C281689C,,10C90C9E
expf,427A841D,,6CA3A95F
expf,4262E944,,68654584
expf,420FA306,,595FCB4D
expf,C28010A2,,1144CF06
expf,417ADA37,,4AC49460
expf,C29001B0,,0B8B37D0
expf,C2801E6D,,113F93DA
expf,C27AD364,,12394D57
expf,C27B73D4,,121E6DFA
expf,427ED975,,6D71C5C3
expf,C0A3BDA0,,3BC46E48
expf,429ABDBA,,7745027B
expf,428F24DF,,7318EA55
expf,41EC42E1,,54C2E74A
expf,40E0EDF0,,448D1E77
expf,C168A033,,35023124
expf,4232E4C1,,5FB7D418
expf,41D7100E,,52DC5CF4
expf,40DDCA08,,447FDB53
expf,41D7AF2E,,52EE2AE4
expf,40C6DD6D,,43F9FAF9
expf,42748F90,,6B93B6B7
expf,41DCFD52,,5367215E
expf,C264684E,,1644A46C
expf,C089D1C0,,3C5CC9EA
expf,4210FCA4,,599CD1D3
expf,400D4826,,41117DD0
expf,C297A843,,08C255C9
expf,42476483,,637177C6
expf,4243BE36,,62C1ED3F
expf,C27221BD,,13CB9335
expf,4201E8A0,,56E77749
expf,41CD4EF5,,52023567
expf,425D8149,,676D6106
expf,4241C75D,,626D5B67
expf,C21AA1F8,,2395EB71
expf,427D7DE9,,6D2C3087
expf,4280C541,,6DECED42
expf,C1AAEAB7,,3010BF2E
expf,C29EFAF6,,061FC7AF
expf,424063F8,,6227C11B
expf,425612F1,,6614253F
expf,429BC2C4,,77A40369
expf,421EADB6,,5C163F3B
expf,40434616,,41A91E1A
expf,409D1A36,,43079095
expf,C25B7A57,,17E523C9
expf,C200E6DE,,28361698
expf,C240D4B2,,1CAEF8AF
expf,42003EEA,,5698BBF8
expf,4295785D,,7561F640
expf,421806FC,,5AE3E62E
expf,415339EA,,49042437
expf,41B2DEC5,,4F98F28F
expf,42739EAE,,6B69803F
expf,C28E35DF,,0C2AE1C7
expf,C1AB27F3,,300C7BA5
expf,C18719A0,,3346FA89
expf,C285DE21,,0F2D0784
expf,C24E2F77,,1A46AF25
expf,C23FCE9A,,1CE2023B
expf,C23DDDFF,,1D37885D
expf,4273B929,,6B6F9E36
expf,4266D8E1,,6919552C
expf,C2902E5B,,0B7F2C94
expf,41EB010C,,54A68F8A
expf,C273C917,,1386A3DE
expf,428E9099,,72E4EF30
expf,415C2C22,,496722F2
expf,C013E724,,3DCB165E
expf,428F95A3,,733E974D
expf,C19121FF,,32631A6A
expf,C1E65703,,2AB037FB
expf,428B5868,,71B7172C
expf,C269E349,,1547DA63
expf,425908E0,,669B472C
expf,C0AD5F4F,,3B916040
expf,C2055DA0,,276E9B00
expf,C267DDFE,,15A59AD4
expf,41D2FEC8,,528488CF
expf,429D70A5,,783DE208
expf,C27CED44,,11DB2C8F
expf,C179E682,,3430E8DE
expf,413EBF11,,4812F651
expf,421C821E,,5BAEA99C
expf,C20ADAF3,,2671F271
expf,41A6880E,,4E82D979
expf,C27911DB,,128FB750
expf,41E3307A,,53FAD6E9
expf,420787C4,,57EBEEEE
expf,C2074152,,2714C712
expf,4271C9A4,,6B13B193
expf,4284D4E2,,6F619DB8
expf,C2538829,,1950CDBB
expf,4218A284,,5B04A3F4
expf,4294A687,,7515FBFB
expf,4261F85D,,6835357F
expf,4264D96D,,68BA19F1
expf,42833720,,6EC91CA3
expf,C11BF269,,38755170
expf,C1C8CA0A,,2D5D5E12
expf,42659987,,68E080DA
expf,42507266,,65112438
expf,41D0DEF3,,524B4082
expf,423C4A56,,6170C03C
expf,4293478E,,749722FB
expf,3EBC2CB4,,3FB8DA45
expf,C2196194,,23CCFE7E
expf,C21ECE83,,22D3380B
expf,41B334B8,,4F9F80BE
expf,42880EE8,,708D8F3D
expf,C223ED39,,21EAE8B6
expf,421CAD18,,5BB62625
expf,C1DCB7A0,,2B92AE36
expf,424BC28B,,6433E056
expf,BFDA1943,,3E3A572E
expf,418D927A,,4C38E91E
expf,C103E5B9,,3989DB36
expf,41803AB5,,4B0B88CA
expf,C2079E86,,2707D586
expf,C25971AA,,183E8042
expf,4278DC09,,6C5854B7
expf,C255D4E2,,18EB01E5
expf,C287E3F3,,0E7BBCDC
expf,C28D5610,,0C8448BB
expf,428166D1,,6E226A48
expf,C2933D6C,,0A5D24DC
expf,4283A61F,,6EF9CC28
expf,4227A710,,5DB108EA
expf,428FF9B4,,7367BAD5
expf,C1BF60BA,,2E3375BC
expf,C27CBDF5,,11E58993
expf,42458CEF,,63185AC9
expf,C24F3DF7,,1A188F4B
expf,422BB184,,5E731586
expf,4183AE8B,,4B56D5CF
expf,C268AEDA,,15870C9F
expf,C212D622,,250397E8
expf,426875B1,,696576DA
expf,C18EFABA,,3294A036
expf,4283621D,,6EDABA06
expf,42389382,,60BE415C
expf,41A92AD3,,4EB5E991
expf,41C6E2A2,,5169599A
expf,C275C84E,,132373B5
expf,C0FD405C,,39BFA758
expf,C2635F79,,167EAE4D
expf,421100EF,,599D7A7B
expf,427F5E86,,6D89A957
expf,421CBDE2,,5BB928F9
expf,C29B4ECC,,077A9368
expf,C28D0992,,0C99998E
expf,41AB33D4,,4EEA9BFB
expf,C24C7279,,1A9969A9
expf,C269DB0A,,1549780D
expf,41F5DB94,,55A1B456
expf,C284D26B,,0F91F052
expf,C25055E2,,19E82429
expf,4184740F,,4B6C962C
expf,425E0239,,67869DB3
expf,C2706279,,141D89DF
expf,429144D5,,73DD3883
expf,4290A222,,73A0FF5F
expf,428A953B,,717A1DB8
expf,C26CB44C,,14C5AC6A
expf,420CF5C7,,58E538AB
expf,40B80DDE,,439D5C8A
expf,C2156326,,248B182F
expf,429D0FD3,,781D2A9E
expf,C1811126,,33D37E12
expf,41C63EF9,,51576D99
expf,428071EF,,6DC95822
expf,C247F511,,1B6BACAF
expf,C2084B1A,,26E58883
expf,411154BE,,46099804
expf,C1FB7ABF,,28C8B603
expf,42180CDB,,5AE535A6
expf,4200F5B6,,56B69595
expf,C2965E38,,093920FB
expf,41AED6C2,,4F38CF70
expf,C10931A1,,3946030D
expf,C291AD04,,0AF1B401
expf,41FAB07A,,5613E7F3
expf,C286593F,,0F080BF3
expf,C22FCC81,,1FC133D8
expf,42537D33,,659B42E4
expf,422E3B4C,,5EE53FF2
expf,C1F2E2B0,,2992E8EA
expf,C29E6C57,,06531AD5
expf,C19F1559,,311ED61F
expf,C25B6F20,,17E7A9C2
expf,C26D3B28,,14AD4817
expf,C1DA0204,,2BCDCE4D
expf,C27A2ADC,,125A73DA
expf,C28C0859,,0CFDD948
expf,C0CDAA74,,3AD3F853
expf,4252CAEB,,658273C1
expf,417BC42A,,4AD02266
expf,4210E78B,,59999F27
expf,424CEA90,,64702BC4
expf,429F343C,,78E55AEF
expf,C197F1F0,,31C1D648
expf,420DCE6E,,590D9D91
expf,C2498C99,,1B1E4BFE
expf,41D777DC,,52E7D1FF
expf,C20DDC62,,25E4416F
expf,BFE93F1D,,3E258B1B
expf,C170DCDC,,349B9BF2
expf,42998CAA,,76D925A7
expf,403F9962,,419FAE58
expf,C29265EB,,0AA8705A
expf,C13CCC50,,36FBD756
expf,41227E38,,46C918B4
expf,42188C67,,5B01CE89
expf,3F834DC3,,403284CD
expf,4238D30D,,60CA6F74
expf,41302666,,476C1614
expf,C20DAA46,,25EFB3FD
expf,C2804F26,,112E2FF4
expf,413CC3AB,,4801D6E6
expf,41C5961C,,514660C8
expf,C21C0D6B,,23524103
expf,4201F5C3,,56EA745C
expf,429AE506,,7754B9D7
expf,C1AC708F,,2FEF5096
expf,4229E512,,5E1B0D0B
expf,C10FAD0A,,39040D61
expf,C2436D5C,,1C36DA6D
expf,C1AE53C7,,2FBD042B
expf,C25303B7,,196DA288
expf,C29B4166,,07809C1D
expf,C1B182D7,,2F7DEA4E
expf,41040D43,,4570009F
expf,42174BA2,,5ABDCB6E
expf,40ED8FD9,,44D16CEC
expf,C23340C1,,1F22EFC1
expf,C29B4860,,077DBD0F
expf,C294CBFF,,09CB0F12
expf,41A11010,,4E041B26
expf,429E444A,,788F8ACB
expf,41098661,,45A8F1D8
expf,41D77863,,52E7E147
expf,C14AA9FF,,3653BB86
expf,C274FEDA,,1346FD40
expf,C16EDD9F,,34B04BA5
expf,4288B7F7,,70C4F156
expf,4281EA1A,,6E51E339
expf,42982919,,7658DC68
expf,C23C3A57,,1D8A4016
expf,C29E650C,,06562222
expf,40FC18E5,,4524EB15
expf,426690B7,,690EE61E
expf,C218D783,,23EA9562
expf,C21E8720,,22E2781A
expf,425C5AC3,,67320B93
expf,41A1E06C,,4E1240F5
expf,C29A5107,,07CDAABB
expf,C2079080,,2709B503
expf,424D82DA,,648B5747
expf,C19797E3,,31CA8CDC
expf,C0D4A1B7,,3AAA8125
expf,4257000D,,663ABEDC
expf,421B72A3,,5B85FC83
expf,C29CC873,,06EFAE30
expf,41392EBE,,47CF9836
expf,C206DB62,,272459B8
expf,C22CD1A7,,204B7AB0
expf,415EEBBE,,49893A44
expf,C1E0E6BF,,2B2DE2A1
expf,4263B661,,688C0F2E
expf,41510E0F,,48E6BEBA
expf,4271EE39,,6B1910BA
expf,40772925,,423E384A
expf,C29F337E,,060F13CD
expf,429E77B0,,789EB33A
expf,4289DD95,,712EBAA7
expf,42898479,,7112D175
expf,428061C9,,6DC317CE
expf,428206AE,,6E5DEF99
expf,C2693165,,156DC51E
expf,4281FCBD,,6E59AB10
expf,C0E37C39,,3A566078
expf,429EAFA9,,78B10887
expf,C254DE08,,1915892A
expf,42050959,,577CF668
expf,4259BA15,,66B89D5D
expf,423C122E,,6163E753
expf,4210674B,,5987899F
expf,C26DD66B,,1494E72D
expf,41932A0F,,4CB9FFAF
expf,C27B64A7,,1220CB86
expf,415E5579,,498448CD
expf,C0FB5759,,39CB714E
expf,42600DFC,,67E0821C
expf,417811E1,,4AA53338
expf,C2988F9E,,08775D71
expf,C266CD66,,15D81D59
expf,425132D1,,652F2540
expf,418D3768,,4C30DE40
expf,C0BA062A,,3B43CD3D
expf,41E9D263,,548FADA3
expf,C24520C8,,1BEF093A
expf,C1CAA519,,2D2F8A03
expf,C23BA43C,,1DA013A6
expf,C24387C4,,1C3232BE
expf,C1D0C65B,,2CA32A92
expf,C267E912,,15A3D2A7
expf,C2707ED2,,14193CB9
expf,C2279F9B,,213A7244
expf,C291EDDB,,0AD4F3E2
expf,C219B037,,23BDD754
expf,C263A620,,166DB388
expf,BD9678BE,,3F6DDD8B
expf,C21C50E5,,2344D88A
expf,C1F10851,,29B933A2
expf,C23B41E4,,1DB03679
expf,C2814B68,,10D4D996
expf,C27C71FB,,11F73742
expf,428A92B4,,7178E26F
expf,C2306D3B,,1FA5233E
expf,420D230D,,58EF9549
expf,C2931FA0,,0A6A6551
expf,42472823,,6363A47C
expf,C25247DE,,198EBDBF
expf,4279CEBD,,6C89186B
expf,C16B4D93,,34DC43B8
expf,C243671A,,1C37F95E
expf,C2967F54,,092D8939
expf,C229A094,,20E1F4C5
expf,4243349A,,62A98A90
expf,BF87EDC6,,3EB10A79
expf,4285A44F,,6FA927B6
expf,429F09E9,,78D3287E
expf,42566E05,,6621ED02
expf,C2705B9E,,141E98C7
expf,C24573F2,,1BDC63E1
expf,C251F528,,199ABFCA
expf,C21844B0,,24075FF6
expf,C1EBE588,,2A2FF6F4
expf,C166530C,,351654FC
expf,C1F840CA,,29163523
expf,41417415,,482E0DF4
expf,410B1472,,45BA3011
expf,4243945F,,62BA29AA
expf,42540C20,,65B2846C
expf,426A40F4,,69B3AA6B
expf,C29BD6C3,,074022E7
expf,4288BAA8,,70C5FB0F
expf,4296E77D,,75E76D11
expf,428EBBF1,,72F928AF
expf,C25EF7EB,,173F7DE0
expf,41F5E40D,,55A25FF3
expf,429B9C51,,779825CD
expf,4294181C,,74E32100
expf,4268AA28,,697186FD
expf,4271075F,,6AF457B0
expf,C1A54658,,309282BA
expf,C28D5E79,,0C822102
expf,4282045B,,6E5CEE45
expf,41877881,,4BAC7D5F
expf,426877A8,,6965E7AD
expf,C1806D70,,33E517B5
expf,40704DE2,,422AE50F
expf,42668B7A,,690E2B76
expf,C229C8B3,,20D94632
expf,41BD5280,,508D37F9
expf,C28F743C,,0BB784CC
expf,C16EF76D,,34AF3036
expf,42833248,,6EC737DE
expf,C1A9B678,,302841F9
expf,424AAD62,,64093904
expf,C235BBD5,,1EAF4487
expf,428DC0E5,,72989772
expf,C1A51B03,,3095A4C2
expf,C29913BB,,083F1B48
expf,422F8DEA,,5F1F8C54
expf,C2284C8D,,211D78FE
expf,C294EA7E,,09BF5139
expf,4201033A,,56B9029C
expf,C23A7D94,,1DD57342
expf,4299D173,,76F85ECE
expf,42620B50,,683897EE
expf,42803A39,,6DB495F4
expf,42956DC4,,755D5539
expf,424A3B88,,63F5911E
expf,42291E9A,,5DFF76EF
expf,425BE2E8,,671E6109
expf,C24867A4,,1B52BA15
expf,424E61A8,,64AD35D5
expf,421FEB9D,,5C4CF16B
expf,423B549C,,613D6337
expf,41EDB2A0,,54E93D70
expf,C2604B1B,,17097F65
expf,C1EB4D0B,,2A3D910C
expf,40EB2652,,44C2380E
expf,C194279B,,321BA89E
expf,4294815D,,750B7BB7
expf,4179F149,,4AB9B667
expf,423A2E57,,610E15AB
expf,426F674A,,6AA2C112
expf,4294D08B,,7522CFB7
expf,4189B772,,4BE464C9
expf,C2832A45,,102713B6
expf,42829170,,6E9182DD
expf,4299271C,,76B21429
expf,C2787C01,,12A65D38
expf,41E96193,,5487FA57
expf,C235FE56,,1EA43F24
expf,C26250FD,,16A5D66C
expf,C19497F9,,32135926
expf,C141EFA9,,36B6AAEF
expf,C26EAE16,,14713FB8
expf,C22840AD,,211F4F36
expf,C1E00EF0,,2B41356E
expf,C281E947,,109C5F8A
expf,C28F0292,,0BE522E3
expf,C283746F,,10108BF8
expf,428C082D,,72010A9A
expf,C2266CC9,,217B953D
expf,4283BC65,,6F0273BD
expf,41EFF7EF,,551AE5BB
expf,C2958C16,,098B8923
expf,4179486A,,4AB2362A
expf,4257B0DD,,665DF11D
expf,C1C17D63,,2E09D23E
expf,C264491B,,164AB9CC
expf,C23262F1,,1F4A5857
expf,C1EF77EF,,29E130AA
expf,421A3337,,5B4429EC
expf,C29C1A4D,,07286448
expf,C24854AD,,1B56AA7E
expf,4203D44D,,573B0FC2
expf,41994E3E,,4D486397
expf,C20EA937,,25BADFC1
expf,4191EE5A,,4C9F6D50
expf,417BD559,,4AD10267
expf,C18E4A71,,32A1FC5D
expf,C202580A,,27FDF206
expf,4248F700,,63B2DE08
expf,40B44E56,,438BF7DC
expf,41E6B7F4,,5442F6E0
expf,C22784EA,,213F5EC1
expf,41CFB769,,522FF085
expf,42858DA7,,6FA1D547
expf,4121CE78,,46C0A681
expf,42240927,,5D0F596D
expf,42968B14,,75C13577
expf,41C31580,,511117E3
expf,41F83302,,55D8B03C
expf,C23956A0,,1E0E59E3
expf,41240E2A,,46DDB907
expf,C197D50F,,31C496F6
expf,C2246ECC,,21CEFCF0
expf,C258AA5B,,18676F1B
expf,C23439AB,,1EFF8D70
expf,416B4A09,,4A14A35A
expf,C1F9E6EC,,28F47563
expf,C11A726F,,3886B6BF
expf,42818B46,,6E2E66D2
expf,C2916020,,0B0C6F31
expf,C0F689AE,,39EC6441
expf,C2829F11,,105B46EB
expf,4221140E,,5C88E05D
expf,C289150B,,0E0AB9E3
expf,C1A7CEB3,,30558191
expf,C1ABE989,,2FFF9FD9
expf,41D9967F,,53171322
expf,4224F36E,,5D34335D
expf,41CF6664,,52291D7C
expf,C023DC04,,3D9E45A4
expf,C20482C7,,2793BABE
expf,C1C9E1A8,,2D411DC1
expf,420E3D56,,591DD099
expf,4291AC77,,74076CEE
expf,C219D587,,23B70C58
expf,C2094F0C,,26B212C2
expf,42076214,,57E36868
expf,C22CBF5E,,204F2534
expf,428C1DDA,,72069F2A
expf,C17211AB,,34904F07
expf,C11857F8,,3899A3EA
expf,3E9F9F07,,3FAED36C
expf,4237910E,,6093D103
expf,41EAF66C,,54A5B2E7
expf,41D129C6,,5252D0AF
expf,C29E544F,,065D3FDC
expf,C20FB248,,25904138
expf,4295D0B6,,75864264
expf,C10D14E4,,391B4C30
expf,C24C9BBD,,1A935A75
expf,C29B8F69,,075CDE1F
expf,427DE991,,6D3F473A
expf,C211D9DE,,25285AAB
expf,4229F53C,,5E1D8493
expf,4295DFBD,,758A421F
expf,41B47D91,,4FBB48FE
expf,C26BFF89,,14EBD653
expf,41B11574,,4F74AD8E
expf,C1819B93,,33C5AB81
expf,423BB3A9,,614FCF0F
expf,C271B306,,13E2D1CB
expf,41F55EDF,,559826D6
expf,C2693D2B,,156B0D48
expf,425C8A50,,673A8208
expf,41BC10BA,,50715F4F
expf,C1862563,,33602E62
expf,C26CC4BD,,14C28665
expf,C1B52B1E,,2F20BF53
expf,41A05BE1,,4DF1F5BB
expf,C28A4485,,0D996162
expf,4228E606,,5DF1BB84
expf,C28AF407,,0D59BC35
expf,4132D8D4,,478BB74D
expf,4101DC50,,4551490B
expf,421F9329,,5C3BFBAC
expf,C22AB4E8,,20AC8410
expf,410F39DB,,45F14369
expf,C2980F8F,,089ED464
expf,C23F137B,,1D07A94F
expf,C29FBB61,,05DB7372
expf,C23CBADC,,1D73E320
expf,C236324E,,1E9C1E77
expf,427E72CF,,6D5AB634
expf,C0694B9F,,3CD5EF64
expf,4299E177,,77002192
expf,426A3249,,69B11C48
expf,C27455F2,,136AAC9B
expf,C2783C9A,,12B0FD89
expf,3F2F40E4,,3FFDD131
expf,402DC450,,4171B31A
expf,4281BB88,,6E3FA3A3
expf,41A213FB,,4E15FB80
expf,C23A744C,,1DD764C8
expf,C292E30E,,0A83EA7E
expf,C0935D96,,3C23D6E1
expf,42639411,,688771A4
expf,C1236333,,381A165A
expf,41819F21,,4B260F2C
expf,C237017E,,1E7F0B23
expf,C28C556E,,0CDA5E8D
expf,41D88D0E,,5304B5B4
expf,4298F244,,76A09DA8
expf,C26E92EA,,1477BC73
expf,C2270344,,2159333C
expf,4092DCE3,,42C4E21C
expf,4271003F,,6AF2A5F7
expf,C08DC160,,3C433C39
expf,C284EAF6,,0F8B1BAE
expf,42807090,,6DC8CE49
expf,41DE68B2,,538A005B
expf,C284A658,,0F9F0EDF
expf,C27BD9BB,,120F6C37
expf,4279020B,,6C6082E8
expf,429A9310,,77354233
expf,4156462B,,491FDEDF
expf,426CC4FA,,6A287D97
expf,425F5869,,67BC0750
expf,42013B99,,56C37B04
expf,429A4430,,771B6135
expf,C1BBD527,,2E8BC39D
expf,C233E822,,1F0A5DC8
expf,4277FF6F,,6C2E6796
expf,42998FB5,,76DA7105
expf,C13971B6,,371B494F
expf,42891CAA,,70EFBFA7
expf,C0FA6247,,39D19EE6
expf,C20AC85C,,26766127
expf,C1AD3EF2,,2FD85F8F
expf,C28F3E5C,,0BCBE1CB
expf,BEE4ECFE,,3F23B418
expf,C13D2954,,36F62FC3
expf,420DC9CF,,590CFA54
expf,C07E5518,,3C9A00AC
expf,41088B06,,459EE391
expf,42936345,,749F8B11
expf,C29EC4DB,,063196D2
expf,C13373FD,,3761D092
expf,C12BC684,,37B6708D
expf,C283AFD1,,1000B7B6
expf,C1D7F7BE,,2C04CB61
expf,C27BBD48,,12137695
expf,C250AC51,,19D559D5
expf,C11F566A,,38467877
expf,429EA262,,78AC805F
expf,C25B8632,,17E2808F
expf,C2992208,,0839D7B4
expf,426A09BD,,69AA3C0B
expf,C29E16E5,,06797207
expf,420EF789,,593D4925
expf,425E921D,,679AECF0
expf,C1B430BA,,2F35A704
